Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,hasGarage,hasBsmt,hasAlley_Access,hasFireplace,hasPool,hasFence,hasMisc_Feature,hasMasVnr,GrLivAreaHighQualitySF,TotalIndoorSF,TotalOutdoorSF,TotalSF,BsmtBaths,Baths,hasBeenRemodeled,NumFloors
336,4.0,3.0,109.9,164660,0.0,1.0,0.0,1.0,0.0,0.0,2.0,23.0,2.0,2.0,1.0,0.0,5.0,5.0,1965,1965,1.0,1.0,9.0,10.0,3.0,0.0,3,3,1.0,3,3,1.0,0.0,1249,1.0,147,103,1499,1.0,5,1.0,4.0,1619,167,0,1786,4.0,0.0,2.0,0.0,3.0,1.0,3,11.0,6.0,2.0,4,1.0,1965.0,0.0,4.0,529,3,3,2.0,670,0,0,0,0,0,0,0.0,3.0,700,10.0,2.0,8.0,4.0,228950,1,1,0,1,0,0,1,1,1786,3285,0,3814,2.0,2.0,0,3
337,5.0,3.0,86.0,14157,1.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,2.0,9.0,4.0,2005,2006,3.0,1.0,12.0,13.0,4.0,200.0,4,3,2.0,5,3,1.0,2.0,1249,6.0,0,673,1922,1.0,5,1.0,4.0,1922,0,0,1922,2.0,0.0,2.0,0.0,3.0,1.0,4,12.0,6.0,1.0,4,1.0,2005.0,0.0,6.0,676,3,3,2.0,178,51,0,0,0,0,0,0.0,1.0,0,9.0,1.0,8.0,4.0,377426,1,1,0,1,0,0,0,1,1922,3844,51,4571,1.0,2.0,1,2
338,5.0,3.0,70.0,9135,1.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,4.0,2002,2003,1.0,1.0,12.0,13.0,1.0,113.0,4,3,2.0,4,3,0.0,2.0,810,6.0,0,726,1536,1.0,5,1.0,4.0,1536,0,0,1536,2.0,0.0,2.0,0.0,3.0,1.0,4,11.0,6.0,0.0,0,1.0,2002.0,2.0,4.0,532,3,3,2.0,192,74,0,0,0,0,0,0.0,1.0,0,3.0,2.0,8.0,4.0,214000,1,1,0,0,0,0,0,1,1536,3072,74,3678,1.0,2.0,1,2
339,5.0,3.0,91.0,14145,1.0,1.0,3.0,3.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,2.0,7.0,6.0,1984,1998,1.0,1.0,13.0,14.0,3.0,0.0,4,3,1.0,4,3,2.0,0.0,213,6.0,0,995,1208,1.0,5,1.0,4.0,1621,0,0,1621,2.0,0.0,2.0,0.0,3.0,1.0,4,12.0,6.0,0.0,0,1.0,1984.0,2.0,4.0,440,3,3,2.0,108,45,0,0,0,0,0,0.0,3.0,400,7.0,0.0,8.0,4.0,202500,1,1,0,0,0,0,1,1,1621,2829,45,3314,1.0,2.0,1,2
340,5.0,3.0,66.0,12400,1.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,1.0,2.0,0.0,2.0,6.0,6.0,1958,1998,3.0,1.0,13.0,14.0,1.0,176.0,3,3,1.0,3,2,3.0,5.0,585,6.0,0,630,1215,1.0,3,1.0,0.0,1215,0,0,1215,0.0,0.0,1.0,0.0,3.0,1.0,3,10.0,6.0,0.0,0,1.0,1958.0,3.0,2.0,297,3,3,2.0,0,0,0,0,234,0,0,0.0,1.0,0,8.0,3.0,8.0,4.0,155000,1,1,0,0,0,0,0,1,1215,2430,234,2961,0.0,1.0,1,2
341,10.0,3.0,85.0,14191,1.0,1.0,3.0,3.0,0.0,4.0,0.0,23.0,2.0,2.0,0.0,5.0,8.0,4.0,2002,2002,1.0,1.0,12.0,13.0,3.0,0.0,4,3,2.0,4,3,3.0,6.0,0,6.0,0,967,967,1.0,5,1.0,4.0,993,915,0,1908,0.0,0.0,2.0,1.0,4.0,1.0,4,13.0,6.0,0.0,0,1.0,2002.0,0.0,4.0,431,3,3,2.0,135,0,0,0,0,0,0,0.0,1.0,0,6.0,4.0,8.0,4.0,202900,1,1,0,0,0,0,0,1,1908,2875,0,3306,0.0,2.5,0,3
342,5.0,2.0,60.0,8400,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,1.0,2.0,0.0,2.0,4.0,3.0,1950,1950,1.0,1.0,13.0,0.0,3.0,0.0,2,2,1.0,3,2,3.0,6.0,0,6.0,0,721,721,1.0,4,1.0,4.0,841,0,0,841,0.0,0.0,1.0,0.0,2.0,1.0,3,8.0,6.0,0.0,0,4.0,1950.0,3.0,2.0,294,3,3,0.0,250,0,24,0,0,0,0,0.0,1.0,0,11.0,3.0,8.0,4.0,82000,1,1,0,0,0,0,0,1,841,1562,24,1880,0.0,1.0,0,2
343,15.0,3.0,60.8,8544,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,2.0,2.0,3.0,3.0,1949,1950,1.0,1.0,11.0,12.0,1.0,340.0,3,3,3.0,0,0,4.0,4.0,0,4.0,0,0,0,5.0,2,0.0,0.0,1040,0,0,1040,0.0,0.0,2.0,0.0,2.0,2.0,3,10.0,6.0,0.0,0,5.0,1949.0,3.0,4.0,400,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,7.0,0.0,8.0,4.0,87500,1,0,0,0,0,0,0,1,1040,1040,0,1440,0.0,2.0,1,1
344,0.0,3.0,63.0,8849,1.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,4.0,2.0,9.0,4.0,2005,2005,3.0,1.0,8.0,8.0,1.0,616.0,5,3,2.0,5,3,3.0,2.0,28,6.0,0,1656,1684,1.0,5,1.0,4.0,1684,0,0,1684,0.0,0.0,2.0,0.0,2.0,1.0,5,10.0,6.0,1.0,5,1.0,2005.0,2.0,4.0,564,3,3,2.0,495,72,0,0,0,0,0,0.0,1.0,0,9.0,2.0,8.0,4.0,266000,1,1,0,1,0,0,0,1,1684,3368,72,4004,0.0,2.0,0,2
345,2.0,4.0,36.0,2592,1.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,4.0,5.0,5.0,2.0,1976,1976,1.0,1.0,5.0,5.0,3.0,0.0,3,3,1.0,4,3,3.0,5.0,129,1.0,232,175,536,1.0,3,1.0,4.0,536,576,0,1112,0.0,0.0,1.0,1.0,3.0,1.0,3,8.0,6.0,0.0,0,1.0,1976.0,3.0,2.0,336,3,3,2.0,182,0,0,0,0,0,0,0.0,1.0,0,6.0,4.0,8.0,4.0,85000,1,1,0,0,0,0,0,1,1112,1648,0,1984,0.0,1.5,0,3
346,9.0,3.0,65.0,6435,1.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,6.0,2.0,0.0,0.0,6.0,4.0,1939,1950,1.0,1.0,8.0,8.0,3.0,0.0,3,3,0.0,3,3,3.0,6.0,0,6.0,0,972,972,1.0,4,1.0,4.0,972,605,0,1577,0.0,0.0,1.0,0.0,3.0,1.0,2,10.0,6.0,1.0,4,5.0,1939.0,3.0,2.0,312,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,1.0,0.0,8.0,4.0,140200,1,1,0,1,0,0,0,1,1577,2549,0,2861,0.0,1.0,1,3
347,5.0,3.0,63.47,12772,1.0,1.0,0.0,3.0,0.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,7.0,1960,1998,3.0,1.0,8.0,8.0,3.0,0.0,3,4,1.0,3,3,2.0,1.0,498,6.0,0,460,958,1.0,3,1.0,4.0,958,0,0,958,0.0,0.0,1.0,0.0,2.0,1.0,3,9.0,6.0,0.0,0,1.0,1960.0,2.0,2.0,301,3,3,2.0,0,0,0,0,0,0,0,0.0,0.0,15500,6.0,1.0,8.0,4.0,151500,1,1,0,0,0,0,1,1,958,1916,0,2217,0.0,1.0,1,2
348,5.0,3.0,95.43,17600,1.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,4.0,1960,1960,1.0,1.0,13.0,14.0,1.0,30.0,3,3,1.0,3,3,3.0,1.0,1270,6.0,0,208,1478,1.0,5,1.0,0.0,1478,0,0,1478,2.0,0.0,2.0,0.0,3.0,1.0,3,10.0,6.0,2.0,4,1.0,1960.0,3.0,4.0,498,3,3,2.0,0,40,0,0,0,0,0,0.0,1.0,0,3.0,3.0,8.0,4.0,157500,1,1,0,1,0,0,0,1,1478,2956,40,3494,1.0,2.0,0,2
349,2.0,3.0,36.0,2448,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,3.0,5.0,7.0,4.0,2003,2004,1.0,1.0,12.0,15.0,4.0,106.0,4,3,2.0,4,3,3.0,2.0,573,6.0,0,191,764,1.0,5,1.0,4.0,764,862,0,1626,2.0,0.0,2.0,1.0,2.0,1.0,4,10.0,6.0,0.0,0,3.0,2003.0,2.0,4.0,474,3,3,2.0,0,27,0,0,0,0,0,0.0,1.0,0,1.0,2.0,8.0,4.0,154000,1,1,0,0,0,0,0,1,1626,2390,27,2891,1.0,2.5,1,3
350,10.0,3.0,56.0,20431,1.0,1.0,1.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,9.0,4.0,2005,2006,3.0,1.0,5.0,5.0,1.0,870.0,5,3,2.0,5,3,3.0,2.0,1410,6.0,0,438,1848,1.0,5,1.0,4.0,1848,880,0,2728,2.0,0.0,2.0,1.0,4.0,1.0,5,0.0,6.0,2.0,5,1.0,2006.0,0.0,6.0,706,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,6.0,0.0,6.0,5.0,437154,1,1,0,1,0,0,0,1,2728,4576,0,5282,1.0,2.5,1,3
351,0.0,3.0,68.0,7820,1.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,4.0,2.0,9.0,4.0,2007,2007,3.0,1.0,8.0,8.0,1.0,362.0,5,3,2.0,5,3,3.0,6.0,0,6.0,0,1869,1869,1.0,5,1.0,4.0,1869,0,0,1869,0.0,0.0,2.0,0.0,2.0,1.0,5,10.0,6.0,1.0,4,1.0,2007.0,2.0,4.0,617,3,3,2.0,210,54,0,0,0,0,0,0.0,1.0,0,3.0,1.0,6.0,5.0,318061,1,1,0,1,0,0,0,1,1869,3738,54,4409,0.0,2.0,0,2
352,0.0,3.0,46.99,5271,1.0,1.0,0.0,2.0,0.0,4.0,1.0,4.0,2.0,2.0,0.0,2.0,7.0,4.0,1986,1986,1.0,1.0,13.0,14.0,3.0,0.0,3,3,2.0,4,3,1.0,2.0,1082,6.0,0,371,1453,1.0,4,1.0,4.0,1453,0,0,1453,2.0,0.0,1.0,1.0,2.0,1.0,4,10.0,6.0,1.0,3,1.0,1986.0,2.0,4.0,445,3,3,2.0,0,80,0,0,184,0,0,0.0,1.0,0,3.0,0.0,8.0,0.0,190000,1,1,0,1,0,0,0,1,1453,2906,264,3615,1.0,1.5,0,2
353,9.0,3.0,60.0,9084,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,0.0,2.0,0.0,0.0,5.0,5.0,1941,1950,1.0,1.0,12.0,13.0,3.0,0.0,3,3,1.0,3,2,2.0,3.0,236,5.0,380,0,616,1.0,3,0.0,4.0,616,495,0,1111,0.0,2.0,1.0,0.0,3.0,1.0,3,9.0,6.0,0.0,0,5.0,1941.0,3.0,2.0,200,3,2,2.0,48,0,0,0,0,0,0,0.0,1.0,0,5.0,2.0,5.0,4.0,95000,1,1,0,0,0,0,0,1,1111,1727,0,1927,0.5,1.0,1,3
354,6.0,4.0,60.0,8520,1.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,2.0,6.0,7.0,1928,2003,1.0,1.0,12.0,13.0,3.0,0.0,3,4,0.0,3,3,3.0,6.0,0,6.0,0,624,624,1.0,4,1.0,4.0,720,0,0,720,0.0,0.0,1.0,0.0,2.0,1.0,3,9.0,6.0,0.0,0,5.0,2005.0,3.0,4.0,484,3,3,2.0,106,0,0,0,0,0,0,0.0,1.0,0,7.0,4.0,8.0,4.0,105900,1,1,0,0,0,0,0,1,720,1344,0,1828,0.0,1.0,1,2
355,9.0,3.0,60.0,8400,1.0,1.0,3.0,0.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,0.0,6.0,4.0,1940,2000,1.0,1.0,13.0,8.0,3.0,0.0,3,3,1.0,3,3,3.0,3.0,388,6.0,0,552,940,1.0,5,1.0,4.0,1192,403,0,1595,0.0,0.0,1.0,0.0,2.0,1.0,3,10.0,6.0,2.0,4,1.0,1940.0,3.0,2.0,240,3,3,2.0,0,0,108,0,0,0,0,0.0,1.0,0,8.0,0.0,8.0,4.0,140000,1,1,0,1,0,0,0,1,1595,2535,108,2883,0.0,1.0,1,3
356,5.0,3.0,105.0,11249,1.0,1.0,1.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,6.0,4.0,1995,1995,1.0,1.0,12.0,13.0,3.0,0.0,4,4,2.0,4,4,3.0,0.0,334,1.0,544,322,1200,1.0,5,1.0,4.0,1200,0,0,1200,2.0,0.0,2.0,0.0,3.0,1.0,4,10.0,6.0,0.0,0,1.0,1995.0,2.0,4.0,521,3,3,2.0,0,26,0,0,0,0,0,0.0,1.0,0,10.0,1.0,8.0,4.0,177500,1,1,0,0,0,0,0,1,1200,2400,26,2947,1.0,2.0,0,2
357,5.0,3.0,77.8,9248,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,6.0,5.0,1992,1992,1.0,1.0,6.0,6.0,1.0,106.0,3,3,2.0,4,3,3.0,2.0,560,6.0,0,598,1158,1.0,4,1.0,4.0,1167,0,0,1167,2.0,0.0,2.0,0.0,3.0,1.0,4,10.0,6.0,0.0,0,1.0,1992.0,2.0,4.0,400,3,3,2.0,120,26,0,0,0,0,0,0.0,1.0,0,9.0,3.0,8.0,4.0,173000,1,1,0,0,0,0,0,1,1167,2325,26,2751,1.0,2.0,0,2
358,0.0,4.0,44.0,4224,1.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,4.0,2.0,5.0,4.0,1976,1976,1.0,1.0,5.0,5.0,3.0,0.0,3,3,2.0,4,3,3.0,0.0,874,6.0,0,268,1142,1.0,3,1.0,4.0,1142,0,0,1142,2.0,0.0,1.0,1.0,3.0,1.0,3,10.0,6.0,1.0,1,1.0,1976.0,0.0,4.0,528,3,3,2.0,536,90,0,0,0,0,0,3.0,1.0,0,10.0,1.0,8.0,4.0,134000,1,1,0,1,0,1,0,1,1142,2284,90,2902,1.0,1.5,0,2
359,13.0,3.0,92.0,6930,1.0,1.0,0.0,3.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,7.0,5.0,3.0,1958,1958,3.0,1.0,13.0,7.0,1.0,120.0,3,3,1.0,3,3,0.0,1.0,300,5.0,294,468,1062,1.0,5,1.0,1.0,1352,0,0,1352,0.0,2.0,1.0,0.0,3.0,1.0,4,10.0,3.0,0.0,0,3.0,1958.0,3.0,2.0,288,3,3,2.0,168,0,294,0,0,0,0,0.0,1.0,0,9.0,0.0,8.0,0.0,130000,1,1,0,0,0,0,0,1,1352,2414,294,2996,0.5,1.0,0,2
360,10.0,3.0,78.0,12011,1.0,1.0,0.0,3.0,0.0,1.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,4.0,1998,1998,1.0,1.0,12.0,13.0,1.0,530.0,4,3,2.0,4,3,0.0,2.0,956,6.0,0,130,1086,1.0,5,1.0,4.0,1086,838,0,1924,2.0,0.0,2.0,1.0,3.0,1.0,4,11.0,6.0,1.0,3,1.0,1998.0,2.0,4.0,592,3,3,2.0,208,75,0,0,374,0,0,0.0,1.0,0,8.0,0.0,8.0,4.0,280000,1,1,0,1,0,0,0,1,1924,3010,449,4051,1.0,2.5,0,3
361,14.0,3.0,61.45,7540,1.0,1.0,0.0,3.0,0.0,1.0,0.0,11.0,2.0,2.0,0.0,6.0,6.0,5.0,1978,1978,1.0,1.0,12.0,13.0,3.0,0.0,3,3,1.0,4,3,0.0,2.0,773,6.0,0,115,888,1.0,5,1.0,4.0,912,0,0,912,2.0,0.0,1.0,0.0,2.0,1.0,3,9.0,6.0,1.0,3,1.0,1978.0,2.0,4.0,470,3,3,2.0,0,0,0,0,192,0,0,3.0,1.0,0,8.0,1.0,8.0,4.0,156000,1,1,0,1,0,1,0,1,912,1800,192,2462,1.0,1.0,0,2
362,9.0,3.0,59.73,9144,1.0,2.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,5.0,4.0,1940,1982,1.0,1.0,8.0,8.0,3.0,0.0,3,3,1.0,3,3,3.0,5.0,399,6.0,0,484,883,1.0,4,1.0,4.0,988,517,0,1505,2.0,0.0,1.0,0.0,3.0,1.0,3,12.0,6.0,0.0,0,5.0,1940.0,3.0,2.0,240,3,3,0.0,0,0,0,0,0,0,0,0.0,1.0,0,9.0,2.0,8.0,4.0,145000,1,1,1,0,0,0,0,1,1505,2388,0,2628,1.0,1.0,1,3
363,14.0,3.0,64.0,7301,1.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,7.0,4.0,2003,2003,1.0,1.0,6.0,6.0,1.0,500.0,4,3,3.0,0,0,4.0,4.0,0,4.0,0,0,0,1.0,5,1.0,4.0,495,1427,0,1922,0.0,0.0,3.0,0.0,4.0,1.0,4,11.0,6.0,1.0,5,3.0,2003.0,2.0,4.0,672,3,3,2.0,0,0,177,0,0,0,0,0.0,1.0,0,9.0,3.0,3.0,4.0,198500,1,0,0,1,0,0,0,1,1922,1922,177,2771,0.0,3.0,0,2
364,2.0,4.0,21.0,1680,1.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,5.0,6.0,7.0,1972,2007,1.0,1.0,6.0,6.0,1.0,510.0,3,3,1.0,3,3,3.0,0.0,162,6.0,0,321,483,1.0,4,1.0,4.0,483,504,0,987,0.0,0.0,1.0,1.0,2.0,1.0,4,9.0,6.0,0.0,0,5.0,1972.0,3.0,2.0,264,3,3,2.0,250,0,0,0,0,0,0,0.0,1.0,0,7.0,3.0,8.0,4.0,118000,1,1,0,0,0,0,0,1,987,1470,0,1734,0.0,1.5,1,3
365,10.0,3.0,85.96,18800,1.0,1.0,0.0,3.0,0.0,2.0,0.0,14.0,2.0,2.0,0.0,5.0,6.0,4.0,1976,1976,1.0,1.0,6.0,6.0,1.0,120.0,3,3,2.0,4,3,2.0,2.0,712,6.0,0,84,796,1.0,3,1.0,4.0,790,784,0,1574,2.0,0.0,2.0,1.0,3.0,1.0,3,10.0,6.0,1.0,3,1.0,1976.0,0.0,4.0,566,3,3,2.0,306,111,0,0,0,0,0,0.0,1.0,0,9.0,0.0,8.0,4.0,190000,1,1,0,1,0,0,0,1,1574,2370,111,3047,1.0,2.5,0,3
366,11.0,4.0,59.0,10690,1.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,5.0,5.0,6.0,1920,1997,3.0,1.0,12.0,13.0,3.0,0.0,3,4,1.0,3,2,3.0,5.0,456,6.0,0,216,672,1.0,4,1.0,0.0,672,672,0,1344,0.0,0.0,1.0,0.0,3.0,1.0,3,10.0,6.0,0.0,0,5.0,1964.0,3.0,2.0,468,3,2,2.0,0,128,218,0,0,0,0,0.0,1.0,0,9.0,3.0,8.0,4.0,147000,1,1,0,0,0,0,0,1,1344,2016,346,2830,0.0,1.0,1,3
367,5.0,3.0,81.27,9500,1.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,4.0,1963,1963,1.0,1.0,9.0,10.0,1.0,247.0,3,3,1.0,4,3,3.0,1.0,609,6.0,0,785,1394,1.0,4,1.0,4.0,1394,0,0,1394,2.0,0.0,1.0,1.0,3.0,1.0,3,10.0,6.0,2.0,4,1.0,1963.0,2.0,4.0,514,3,3,2.0,0,76,0,0,185,0,0,0.0,1.0,0,9.0,3.0,8.0,4.0,159000,1,1,0,1,0,0,0,1,1394,2788,261,3563,1.0,1.5,0,2
368,13.0,3.0,101.0,9150,1.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,7.0,6.0,4.0,1962,1962,1.0,5.0,9.0,10.0,1.0,305.0,3,3,1.0,4,3,1.0,2.0,371,6.0,0,728,1099,1.0,4,1.0,4.0,1431,0,0,1431,0.0,2.0,1.0,0.0,3.0,1.0,3,10.0,6.0,1.0,4,2.0,1962.0,2.0,2.0,296,3,3,2.0,64,110,0,0,0,0,0,0.0,1.0,0,3.0,2.0,8.0,4.0,165000,1,1,0,1,0,0,0,1,1431,2530,110,2936,0.5,1.0,0,2
369,5.0,3.0,78.0,7800,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,5.0,1954,1954,1.0,1.0,6.0,6.0,1.0,200.0,3,3,2.0,3,3,3.0,3.0,540,6.0,0,728,1268,1.0,4,1.0,4.0,1268,0,0,1268,0.0,0.0,1.0,0.0,2.0,1.0,3,11.0,6.0,1.0,4,1.0,1954.0,0.0,2.0,244,3,3,2.0,0,98,0,0,0,0,0,0.0,1.0,0,5.0,4.0,8.0,4.0,132000,1,1,0,1,0,0,0,1,1268,2536,98,2878,0.0,1.0,0,2
370,5.0,3.0,74.61,9830,1.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,6.0,1959,2006,1.0,1.0,13.0,14.0,3.0,0.0,3,4,1.0,3,3,3.0,0.0,72,5.0,258,733,1063,1.0,5,1.0,4.0,1287,0,0,1287,2.0,0.0,1.0,0.0,3.0,1.0,4,11.0,6.0,1.0,4,5.0,1997.0,0.0,4.0,576,3,3,2.0,364,17,0,0,182,0,0,0.0,1.0,0,5.0,4.0,8.0,4.0,162000,1,1,0,1,0,0,0,1,1287,2350,199,3125,1.0,1.0,1,2
371,10.0,3.0,61.97,8121,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6.0,4.0,2000,2000,1.0,1.0,12.0,13.0,3.0,0.0,3,3,2.0,4,3,3.0,6.0,0,6.0,0,953,953,1.0,5,1.0,4.0,953,711,0,1664,0.0,0.0,2.0,1.0,3.0,1.0,3,11.0,6.0,1.0,3,1.0,2000.0,2.0,4.0,460,3,3,2.0,100,40,0,0,0,0,0,0.0,1.0,0,0.0,0.0,8.0,4.0,172400,1,1,0,1,0,0,0,1,1664,2617,40,3117,0.0,2.5,0,3
372,9.0,3.0,80.0,17120,1.0,1.0,3.0,3.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,0.0,4.0,3.0,1959,1959,1.0,1.0,14.0,10.0,3.0,0.0,3,3,1.0,0,0,4.0,4.0,0,4.0,0,0,0,1.0,3,1.0,4.0,1120,468,0,1588,0.0,0.0,2.0,0.0,4.0,1.0,3,11.0,3.0,1.0,4,5.0,1991.0,0.0,4.0,680,3,3,0.0,0,59,0,0,0,0,0,0.0,1.0,0,9.0,2.0,8.0,4.0,134432,1,0,0,1,0,0,0,1,1588,1588,59,2327,0.0,2.0,0,2
373,0.0,3.0,50.0,7175,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,4.0,2.0,6.0,4.0,1984,1984,1.0,1.0,9.0,10.0,3.0,0.0,3,3,1.0,4,3,3.0,0.0,623,3.0,121,0,744,1.0,3,1.0,4.0,752,0,0,752,2.0,0.0,1.0,0.0,2.0,1.0,3,8.0,6.0,0.0,0,1.0,1984.0,3.0,2.0,264,3,3,2.0,353,0,0,0,90,0,0,3.0,1.0,0,4.0,4.0,8.0,4.0,125000,1,1,0,0,0,1,0,1,752,1496,90,1850,1.0,1.0,0,2
374,5.0,3.0,79.0,10634,1.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,5.0,1953,1953,1.0,1.0,8.0,8.0,3.0,0.0,3,3,2.0,3,3,3.0,1.0,428,3.0,180,0,608,1.0,3,1.0,4.0,1319,0,0,1319,2.0,0.0,1.0,0.0,3.0,1.0,3,9.0,3.0,0.0,0,1.0,1953.0,3.0,2.0,270,3,3,2.0,66,0,0,0,0,0,0,2.0,1.0,0,2.0,3.0,8.0,4.0,123000,1,1,0,0,0,1,0,1,1319,1927,0,2197,1.0,1.0,0,2
375,10.0,3.0,65.0,8200,1.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7.0,4.0,2003,2004,1.0,1.0,12.0,13.0,3.0,0.0,4,3,2.0,4,3,3.0,6.0,0,6.0,0,847,847,1.0,5,1.0,4.0,847,1081,0,1928,0.0,0.0,2.0,1.0,4.0,1.0,4,12.0,6.0,1.0,4,3.0,2003.0,0.0,4.0,434,3,3,2.0,100,48,0,0,0,0,0,0.0,1.0,0,9.0,1.0,8.0,4.0,219500,1,1,0,1,0,0,0,1,1928,2775,48,3257,0.0,2.5,1,3
376,6.0,3.0,69.68,10020,1.0,1.0,0.0,2.0,0.0,4.0,2.0,7.0,2.0,2.0,0.0,2.0,0.0,0.0,1922,1950,1.0,1.0,13.0,14.0,3.0,0.0,2,2,0.0,2,1,1.0,1.0,350,6.0,0,333,683,1.0,4,0.0,0.0,904,0,0,904,2.0,0.0,0.0,1.0,1.0,1.0,2,8.0,0.0,0.0,0,6.0,0.0,1.0,0.0,0,0,0,2.0,0,0,0,0,0,0,0,0.0,1.0,0,5.0,3.0,8.0,4.0,61000,0,1,0,0,0,0,0,1,904,1587,0,1587,1.0,0.5,1,2
377,14.0,3.0,57.0,8846,1.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,6.0,5.0,4.0,1996,1996,1.0,1.0,12.0,13.0,3.0,0.0,4,3,2.0,4,3,0.0,2.0,298,6.0,0,572,870,1.0,5,1.0,4.0,914,0,0,914,0.0,0.0,1.0,0.0,2.0,1.0,3,9.0,6.0,0.0,0,5.0,1998.0,3.0,4.0,576,3,3,2.0,0,0,0,0,0,0,0,0.0,1.0,0,9.0,0.0,8.0,4.0,148000,1,1,0,0,0,0,0,1,914,1784,0,2360,0.0,1.0,0,2
378,10.0,1.0,102.0,11143,1.0,1.0,0.0,3.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,5.0,8.0,4.0,2004,2005,1.0,1.0,5.0,5.0,3.0,0.0,4,3,2.0,4,3,3.0,6.0,0,6.0,0,1580,1580,1.0,5,1.0,4.0,1580,886,0,2466,0.0,0.0,3.0,0.0,4.0,1.0,4,12.0,6.0,1.0,4,1.0,2004.0,2.0,4.0,610,3,3,2.0,159,214,0,0,0,0,0,0.0,1.0,0,3.0,1.0,8.0,4.0,340000,1,1,0,1,0,0,0,1,2466,4046,214,4870,0.0,3.0,1,3
